"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"9957","RNASEH1-AS1",0.099856575918273,2.60742037602358,0.668065957969394,0.504470843937068,0.907250341090837,-5.18145539475044
"9958","ZNF879",0.389748420652699,1.96635623757367,2.21518584804985,0.0273012822227224,0.590589442210042,-3.45395512241064
"9959","AC116366.1",-0.111983884891793,5.95294626714861,-0.561467818353524,0.574788244741277,0.920660118384054,-5.49626476001479
"9960","AL604028.2",0.0100089501284024,1.04466155989891,0.105009591662417,0.916420022398343,0.988109360721873,-5.24006896459236
"9961","AC073349.2",0.0906278380254232,1.36279499596579,0.531205039167273,0.595566996637849,0.926016083816023,-5.16227136865528
"9962","AP000346.2",0.063659838970899,1.22536721117336,0.587625335496494,0.557110263717432,0.915005918675164,-5.13121546929582
"9963","ZNF37BP",0.00239944109343604,6.72977871332382,0.0275897842624528,0.978002876865628,0.998337583872215,-5.64144892713004
"9964","ZNF736",0.0248250592982884,6.87591167663018,0.26307733614157,0.792624339654894,0.96606990596723,-5.61083459913262
"9965","PTGES3P1",-0.0156219408006721,2.28098389424772,-0.171172891711642,0.864173044197479,0.978947557917263,-5.31632720882019
"9966","FAM133B",-0.111278616261298,1.24033818875776,-1.24350421566657,0.214399171409579,0.784225243113428,-4.69090754740064
"9967","CCT6P3",0.120364545720629,2.50566040516691,1.3887870345863,0.165658387277779,0.745302486487374,-4.59792548156136
"9968","MAPKAPK5-AS1",-0.248610187204125,4.85657627899409,-3.09391515974273,0.00211187544174196,0.376584265278241,-1.50431331761675
"9969","JRK",0.26654826138484,3.94299492492654,2.04514011595879,0.0414848123544318,0.627708855754405,-3.7592769355213
"9970","SDCBP2-AS1",0.173128724572751,1.66636210432551,1.50233865263078,0.133786534670396,0.718791411446982,-4.44138709244809
"9971","HLA-B",0.00474064231660432,11.6661483344265,0.0668424498622753,0.946740010828834,0.994371517111139,-5.62115612617307
"9972","SLC25A25-AS1",0.0696230880556419,6.06209013818846,1.08890306512458,0.276842142221516,0.812509293423045,-5.11655211355006
"9973","TPT1P9",-0.0436972562360148,0.49555577251141,-0.433161885751496,0.665127048468846,0.940494188509351,-5.14835672584016
"9974","AC114730.2",0.216487566329632,2.23531340907534,1.76390180423612,0.0785000560344557,0.685846782110959,-4.13717897686984
"9975","RPL23AP42",-0.013318313120747,1.85452738284312,-0.153999068501989,0.877686939068863,0.981335447485856,-5.29169747812049
"9976","MIR155HG",0.0225607681110684,5.55180685325991,0.15448846918522,0.87730131988316,0.981335447485856,-5.60743041946924
"9977","AC007879.3",-0.083128072751791,0.782379349906271,-0.529560754477716,0.596705766057085,0.926016083816023,-5.12737357738761
"9978","SNHG20",0.129599859865786,3.32431831909482,0.953592120338631,0.340857168904789,0.83955041339101,-5.06293473904646
"9979","AC010883.1",0.234405104890963,2.1476605973418,2.01906336639641,0.0441369674162739,0.633249925867715,-3.76577238835829
"9980","AL133415.1",0.05038643035852,1.76433209314109,0.419866801908825,0.674804715484582,0.942595138486597,-5.22312997611463
"9981","AC010132.2",0.120643331317847,0.702597316708626,1.00503817113823,0.315476696397043,0.833851731149,-4.86297727419304
"9982","SEMA3F-AS1",-0.066074225299928,5.5016105803462,-0.57702545261488,0.564241861222342,0.918412839644576,-5.47524071354557
"9983","AC012074.1",-0.00845278986118869,1.35074725428691,-0.0811707590421198,0.935346126082879,0.990980078973019,-5.26162920963607
"9984","ZRANB2-AS1",0.120130426858151,1.6867922839496,1.34733085450502,0.17862465308691,0.752067240185398,-4.60823468337567
"9985","ZSCAN31",-0.115519411828958,2.17383341722855,-1.00685602737289,0.314603267332615,0.833851731149,-4.93362580347421
"9986","HGH1",0.0443313420599074,1.97414244053158,0.253610597642754,0.799924702401583,0.96750980330122,-5.28388830403296
"9987","AC009495.3",0.375259839440401,1.00139400873103,1.4352567466514,0.151983362334269,0.735063946374595,-4.49401368458782
"9988","PPP1R3E",0.399123819084421,6.27783090802437,3.19136022188618,0.00152607535978954,0.376584265278241,-1.22914757234211
"9989","TSPY26P",-0.069759711239445,1.6637841137222,-0.524658589198719,0.600106709594595,0.926121857667678,-5.17715699618922
"9990","AL360181.2",0.0140945493680475,2.27529489501426,0.1128615212677,0.910196089211251,0.986887642717806,-5.32643618260394
"9991","AC008021.1",-0.0329155621456074,4.65440786380738,-0.477522911441277,0.633246611975105,0.933734293713002,-5.47662078945331
"9992","AL354733.3",0.00399666539190857,2.54361120016709,0.0331969619550473,0.973533824166383,0.997582899467397,-5.35642809767625
"9993","DUSP8P5",0.252507926246502,2.77768137873788,2.77518062830083,0.00577191521534622,0.47677717300882,-2.3597669537931
"9994","AL596202.1",0.268461089754459,1.08591213668636,1.32684266689239,0.185306007699518,0.755069891366119,-4.60630396974393
"9995","AL035681.1",-0.0256569309113973,0.642484008280625,-0.257003648498033,0.797306065694176,0.966736873463289,-5.2001352986946
"9996","AP005202.1",-0.140609887978372,3.23653997190658,-1.78228991455981,0.0754486887259295,0.682703701691205,-4.14235041924339
"9997","LDHAP2",-0.275379088830985,1.83660621668772,-1.38204296831733,0.167717909309676,0.745866089231022,-4.57921039372009
"9998","NPM1P26",-0.0514871782396648,1.74308601588719,-0.272379916448668,0.785468295147248,0.964296985798076,-5.25845705248461
"9999","DICER1-AS1",0.248927797834316,3.83236256933089,1.89847959926379,0.0583413050484068,0.661642144068504,-3.99295122878071
"10000","GABPAP",-0.0155180942328121,0.783914585379634,-0.178498120521343,0.858420773221622,0.978582345226231,-5.21769752855694
"10001","KIAA0040",0.0844524629173828,6.94667422878161,0.493491631058049,0.621931915552312,0.930708070556066,-5.53382507343444
"10002","AC006978.1",0.00417439404983266,5.64731207261983,0.0484202581679281,0.961405108962676,0.995499586191162,-5.62340850566682
"10003","B3GALT4",0.133017286500068,2.84611331984056,1.43780726516003,0.151258550700337,0.734052045093401,-4.56113481516098
"10004","RHOA-IT1",0.135934536983695,0.76871325642599,0.907628026414064,0.364612833413876,0.855617592928861,-4.9330259135251
"10005","AL031729.1",0.0799706960370503,2.94069025052565,1.40847600452334,0.159754991338884,0.74266783694305,-4.60281706447637
"10006","ASH1L-AS1",0.224211400289876,1.74611676804162,1.98283869825992,0.0480585306348922,0.63839475592138,-3.81920329210876
"10007","ZNF815P",0.0998162538270578,1.70973360010329,0.81100506845225,0.417837613472964,0.883491012564518,-5.04383342118633
"10008","TTC28-AS1",0.0574800995614795,4.82998895564804,0.807003339413881,0.420136751172792,0.8849183300087,-5.30527610821715
"10009","ACTG1P4",0.190044747397209,0.749933647620322,1.61021474359095,0.108127657275248,0.708101999987117,-4.29845640408774
"10010","COX10-AS1",-0.00939606023482087,1.51960819652778,-0.062880202278675,0.949892824873331,0.995205212403573,-5.276660639711
"10011","ZBTB22",-0.0626500867501854,4.95260723234265,-0.787067571347209,0.431701214564912,0.887721471468682,-5.32420404940071
"10012","AC009404.1",0.144965886705955,1.89260729951746,1.20448352942052,0.229103971307473,0.787578281063803,-4.75475643631097
"10013","ZBED5",0.073124040721098,7.53698634986766,1.09900575961995,0.272416404103235,0.812010158816765,-5.10656739434382
"10014","AL135791.1",0.414951833082285,0.794822850933183,3.16854647601571,0.00164788456007284,0.376584265278241,-1.66317837447025
"10015","RPL13AP5",-0.00118387818169241,7.87606481665216,-0.0175937933454115,0.985971545180414,0.998787634957103,-5.63167689880816
"10016","RANP1",-0.203523789044899,1.37353355995831,-2.01996218178132,0.0440432177167349,0.633249925867715,-3.7650206629088
"10017","ZNF853",0.03064794166428,4.0597851315825,0.196349487934075,0.844434809423157,0.976024351666318,-5.5051409109279
"10018","PITPNA-AS1",0.0738159291213888,1.18325741922915,0.702657306807224,0.482671754726685,0.905567936826216,-5.07422881083927
"10019","EIF1AXP1",-0.112564027260856,2.25445457870644,-0.929182186133469,0.353346427461685,0.847677276940682,-4.99773505872158
"10020","RPL24P8",0.0320612215897169,1.04360136916519,0.373371648764535,0.70906660510821,0.950766928216392,-5.19506021173448
"10021","AC046176.1",0.0396984419743297,0.663148735841933,0.485415796797272,0.627643094500693,0.931402293067933,-5.13913677431999
"10022","NIFK-AS1",-0.000417222207788837,1.44587635477823,-0.0047367003347922,0.996222999054823,0.999110815425081,-5.2716497666701
"10023","MIR600HG",0.21234492424209,5.93261382193791,1.69080640550618,0.0916407646465744,0.691863138467485,-4.38389346821446
"10024","AP003774.4",-0.0191225950615886,0.921136513373576,-0.145467406519913,0.884413992269729,0.98284260337873,-5.22443281057821
"10025","EDRF1-AS1",0.00483056472282151,0.868478248660756,0.0463287082113283,0.963071022370175,0.995528108431164,-5.23738347810734
"10026","AC245052.4",0.00605293654200767,3.27923150548699,0.0660004613506223,0.947409924127531,0.994469939831105,-5.42744931985463
"10027","ZEB1-AS1",0.267686598583037,3.30990096720817,2.05186965089533,0.0408227904888574,0.625652426127999,-3.7277527499751
"10028","NDUFA6-AS1",0.0699458723893431,1.98202688076506,0.647350045410314,0.517771034343101,0.907889184161126,-5.15386441163732
"10029","AC147651.3",0.238713216182847,3.36398611164266,2.60652267488857,0.00948310702888064,0.505683725143401,-2.69071392137327
"10030","CDKN2AIPNL",-0.044217126702506,3.4111754328053,-0.581908345356976,0.560951176205599,0.917148233662305,-5.30299492296331
"10031","AC004906.1",-0.117971027639583,1.1634029788124,-0.884930425847789,0.376717596676662,0.862911747857986,-4.96901003888081
"10032","TTN-AS1",-0.0390944262023749,3.29246218937445,-0.262939753950355,0.792730308574849,0.96606990596723,-5.40207656637595
"10033","CDC42P6",-0.18825271395294,2.44658609444332,-2.29274652629273,0.0223728769645599,0.58664797761774,-3.31444586570466
"10034","PITRM1-AS1",-0.0101645854529799,3.47347112565794,-0.130698139251247,0.896078796973661,0.983395230243188,-5.45112598394863
"10035","FOXD2-AS1",0.0292282179987855,1.14900045860637,0.0896233139789802,0.928630723341549,0.989525124220153,-5.23999325774424
"10036","ASS1P12",0.0656115591879647,1.48565679665589,0.625366086431739,0.532081931617994,0.911581261497385,-5.13064821552849
"10037","CECR7",0.420780268051842,4.61200229724356,1.56250676617026,0.118947250460314,0.713346128979991,-4.52853078410498
"10038","ZNF737",0.00297495835287886,4.97546514413188,0.0242161469812002,0.980692088217951,0.998749299884334,-5.59558476833958
"10039","RGL2",0.0188350454078066,6.40656387732989,0.205824502663576,0.837031099298635,0.974907468101011,-5.62198152902376
"10040","AL357060.2",-0.274484255880932,1.2898614628616,-1.95678759501108,0.0510570107088056,0.644462768792276,-3.85684982560718
"10041","AC007384.1",0.0983381731330832,3.90598268362438,0.586099307016616,0.558134254349921,0.915005918675164,-5.36222109226874
"10042","NONOP2",-0.0656527156560276,3.63684488908498,-0.577707448806615,0.563781689569609,0.918329265015244,-5.33402841918105
"10043","HLA-DQA2",0.738820813707604,3.63527162004375,1.54603259875275,0.12287528182607,0.715808453996985,-4.47356026505706
"10044","RPL9P9",-0.0198347018773579,4.32362244233493,-0.221852849017669,0.824539912118981,0.9726601168829,-5.52267874154952
"10045","AC009095.1",0.143686642609718,1.054199594172,1.25195789853103,0.211305507733432,0.782200421844463,-4.67533210694201
"10046","FAM200B",0.062256442231575,2.60283440836429,0.673561676125256,0.500973033171802,0.907250341090837,-5.18086833188786
"10047","AC092620.1",-0.145154053450228,0.932251266797652,-0.803217514545022,0.422318696040658,0.886130049633295,-5.00430622383758
"10048","MTCO1P12",0.0149428316438363,2.95316612779002,0.0878457062713835,0.930042593341934,0.989584115189743,-5.39850842013418
"10049","AC009133.1",0.13790483000507,3.11452375239852,1.85129576878792,0.0648525240641943,0.671685926837462,-4.03625220573709
"10050","ZEB2-AS1",0.174792086923272,1.54038237764042,1.03285977515391,0.302283977902799,0.827938654158548,-4.8778530676658
"10051","LRRC37A2",0.0131731250606786,3.62364354373534,0.106299749576643,0.915396998629626,0.988109360721873,-5.46727168279773
"10052","TNFRSF14-AS1",-0.00842171753120136,4.97366693052556,-0.0893520287678881,0.92884617792704,0.989584115189743,-5.59072467784155
"10053","PAXBP1-AS1",0.00285880535839822,1.98229066244483,0.0363549589745904,0.971017184197996,0.997385667667577,-5.30946166259022
"10054","TMEM250",-0.00360442867928223,2.50371674569552,-0.02741321784356,0.978143616455111,0.998337583872215,-5.35002926260922
"10055","AC008040.1",0.303296023994302,1.66573636117717,1.10855614258852,0.2682775308873,0.81089050399336,-4.82524973282919
"10056","RPL23AP1",0.0289819000936608,1.53012658513581,0.229451680568409,0.818633344162119,0.9726601168829,-5.25897890471609
"10057","TXNDC5",-0.0965340567368664,4.26931253357039,-0.505906751184729,0.613196504051671,0.928482755541586,-5.4380561359443
"10058","RNF103",-0.00374618720376496,6.19689578712411,-0.0307402580817413,0.975491780688787,0.997746726232654,-5.63730958704724
"10059","RBM14",0.0146012468122274,4.87934670376966,0.126908791137837,0.899075375897336,0.983504119816367,-5.57970505577968
"10060","ALKBH6",0.183377085708898,2.84513274889647,2.78509345150696,0.00560162526008377,0.475182853179388,-2.33394283865931
"10061","ASB14",0.108463799348638,2.8023399521297,1.16061857692104,0.246478587498981,0.797689937893858,-4.8441204742442
"10062","GATS",-0.0404057224194041,5.15942500880795,-0.373908838638897,0.708667197858713,0.950766928216392,-5.54019755275132
"10063","AC092045.1",-0.0890953132747159,2.30621288033391,-0.70092591560058,0.483750508110848,0.905708133673194,-5.14471545242593
"10064","AP003385.3",-0.00167919934860694,3.64031332845937,-0.0230360750876928,0.981632806846823,0.998749299884334,-5.47371688518727
"10065","KMT2E-AS1",0.179676766271002,3.17685624139864,1.15740263377615,0.247787921690309,0.798293522302534,-4.87578698643992
"10066","AC004865.2",0.112601378433558,1.71099654863249,0.685013943817545,0.493725758473519,0.907250341090837,-5.11182184076214
"10067","PSMD6-AS2",0.0431078814760937,3.02477599255311,0.339343380949552,0.734526412186447,0.95507136786044,-5.35506216066124
"10068","NME1",0.0214982623630586,2.59061991264392,0.160935712327599,0.872224031044804,0.979954471922925,-5.34548046056808
"10069","TNFSF12",-0.0468566262229273,3.65825340282855,-0.388727376599872,0.697681472302542,0.948421304434505,-5.41496836497454
"10070","APOBEC3G",0.00774136550146087,6.09167068361444,0.0539129546871395,0.95703101633084,0.995330901960071,-5.63179485632825
"10071","AC017116.1",0.189643616964895,3.56469095166174,1.43830868536175,0.151116367480519,0.733956451481256,-4.61271739515957
"10072","WBP1",0.244822810782191,2.40880744280685,3.14892179249426,0.00175978609844837,0.376584265278241,-1.5418276731338
"10073","MRPS17",-0.0635547228230022,2.44836290881505,-0.743592375103643,0.457552932190259,0.898935354238689,-5.13102360594706
